,ID,Customer_id,Interaction,UID,zip,Lat,Lng,City,State,Population,County,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,fav_color,Credit_card,Churn,Gender,SeniorCitizen,Contract,Partner,Depend,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,TotalCharge,item1,item2,item3,item4,item5,item6,item7,item8 
6882,6882,H220719,44a59f01-f470-4085-809a-c7ba56915201,9e91f71d65f80fe03fd18a94e56345f4,38644,34.46085,-90.49357,Lula,MS,211,Coahoma,Rural,America/Chicago,Chartered accountant,2,61,Associate's Degree,Full Time,11061.79,Never Married,LightSkyBlue,VISA 13 digit,Yes,Female,No,Month-to-month,Yes,No,DSL,1,No,No,No,Yes,0,Yes,No,No,Credit Card (automatic),55.47115782,99.33685759,5539.984286,3,4,4,3,2,3,2,3
6883,6883,T884723,aaba9b1b-0ded-4b0f-a707-0e729616fa2c,872f322eb2e448e9a7296f8381b498f4,96074,39.86746,-122.59372,Paskenta,CA,174,Tehama,Urban,America/Los_Angeles,TEFL teacher,9,69,"Some College, 1 or More Years, No Degree",Part Time,66099.07,Never Married,DarkViolet,VISA 13 digit,Yes,Female,Yes,One year,No,No,DSL,1,Yes,Yes,Yes,No,1,Yes,Yes,Yes,Bank Transfer(automatic),68.08911275,111.9315716,7708.175883,4,4,2,4,2,2,1,5
6884,6884,P979238,5cb35a9a-1755-42c6-a80e-d4ddebaa8e5d,6915d68662dc28a250a1084170b0a165,31778,30.97494,-83.70907,Pavo,GA,2316,Thomas,Rural,America/New_York,"Psychologist, clinical",3,82,Regular High School Diploma,Full Time,36881.76,Married,MediumVioletRed,American Express,Yes,Female,No,Month-to-month,No,Yes,Fiber Optic,NA,No,No,Yes,Yes,0,No,Yes,No,Electronic Check,69.26447555,90.05205785,6296.760028,3,2,3,2,3,2,2,2
6885,6885,A34728,e2b9f899-deda-4ba2-a5a4-e7b1f3c6c9e5,c6426420661c2b0d8559b93d7e3bb037,59721,45.88026,-111.83655,Cardwell,MT,502,Madison,Rural,America/Denver,Adult nurse,3,83,GED or Alternative Credential,Retired,24040.53,Married,LightSkyBlue,VISA 13 digit,Yes,Male,No,Month-to-month,Yes,No,Fiber Optic,1,No,Yes,Yes,No,0,No,No,Yes,Electronic Check,58.09124587,85.03511286,4890.745545,3,2,3,3,3,1,2,4
6886,6886,F364684,897e317b-7d66-48fe-b93f-9a619b7e4dd1,7e2e043cd380f0dbb59e97c9e4645bae,55447,45.0011,-93.4892,Minneapolis,MN,21737,Hennepin,Rural,America/Chicago,Broadcast engineer,0,77,Regular High School Diploma,Full Time,24278.26,Never Married,MediumVioletRed,Diners Club / Carte Blanche,Yes,Male,No,Two Year,Yes,No,Fiber Optic,1,No,No,No,No,1,No,No,Yes,Electronic Check,NA,82.32486937,3684.569932,2,2,3,2,3,3,3,2
6887,6887,Q739646,6711c398-a695-4c33-a21d-3348da96dfa2,167967af5f567d509e31b110f43d00e9,97391,44.62574,-123.89576,Toledo,OR,5559,Lincoln,Suburban,America/Los_Angeles,Contracting civil engineer,0,27,Master's Degree,Student,27042.76,Widowed,LightBlue,American Express,Yes,Male,Yes,Month-to-month,No,No,Fiber Optic,1,No,No,Yes,No,1,No,Yes,No,Bank Transfer(automatic),66.52106278,90.65849183,5996.778743,2,4,3,2,4,1,1,3
6888,6888,Q750226,147b0577-7c26-4981-81d7-58c82fda1b24,4d9ee3d7b1e5efd94fd2a3477a6ee4a9,29732,34.96969,-81.07934,Rock Hill,SC,58571,York,Urban,America/New_York,Applications developer,5,62,Associate's Degree,Part Time,61959.36,Divorced,DarkKhaki,JCB 16 digit,Yes,Male,No,Month-to-month,No,Yes,DSL,0,Yes,No,No,Yes,0,No,No,Yes,Mailed Check,47.98668766,132.282777,4663.630331,3,4,3,3,3,2,2,3
6889,6889,X473332,12376ca8-c5ed-49f8-8593-1fbb1d21e8d9,477d2d5ba0d3458c228ad6583fe88b96,13687,44.42317,-74.82047,South Colton,NY,503,St. Lawrence,Urban,America/New_York,"Secretary, company",0,54,"Some College, 1 or More Years, No Degree",Full Time,60971.69,Never Married,PaleGreen,Discover,Yes,Male,No,Month-to-month,Yes,Yes,Fiber Optic,1,No,No,Yes,Yes,NA,Yes,Yes,Yes,Mailed Check,60.40929861,94.72329629,5790.297438,3,3,2,3,3,3,4,3
6890,6890,J374258,eccc82ec-d6cf-49bd-9c0d-3c3b7e30a20e,004b2ee73a6235da3f1d0a07a93e39d1,14774,42.08841,-78.149,Richburg,NY,74,Allegany,Rural,America/New_York,"Designer, graphic",1,75,Master's Degree,Full Time,47896.94,Widowed,DarkSalmon,JCB 16 digit,Yes,Female,No,Month-to-month,Yes,No,Fiber Optic,1,No,No,No,No,1,No,Yes,Yes,Credit Card (automatic),53.84369358,88.12603351,4725.179179,1,1,1,4,2,2,4,1
6891,6891,N858050,b5216414-f82a-4704-bf7f-ab4eb8327a2d,806e4ff8d63e8fd6c982841d9db9c735,84716,37.96475,-111.44664,Boulder,UT,245,Garfield,Urban,America/Denver,Government social research officer,4,33,Master's Degree,Student,49528.88,Separated,Azure,American Express,Yes,Male,No,Month-to-month,Yes,No,Fiber Optic,1,Yes,No,No,No,1,No,Yes,No,Bank Transfer(automatic),68.32356357,89.8727118,6129.719206,3,4,3,2,4,1,3,3
6892,6892,X292229,b8771559-015b-4cc7-9cd9-9d2311a0fbfe,077480c7ae46c9885a0a240d12570815,17980,40.5406,-76.60773,Tower City,PA,3096,Schuylkill,Urban,America/New_York,Field trials officer,1,20,Bachelor's Degree,Part Time,33073.57,Married,Silver,American Express,Yes,Female,Yes,Month-to-month,Yes,No,Fiber Optic,1,No,Yes,No,No,0,No,Yes,Yes,Mailed Check,68.17457004,85.07172791,5910.837181,2,2,2,1,4,2,2,2
6893,6893,N870407,55335ad1-caf2-4c73-9683-fe157153600c,897b46ad3895f850e4179164f73e48dc,13839,42.26142,-75.25798,Sidney Center,NY,1072,Delaware,Rural,America/New_York,Fast food restaurant manager,7,42,Bachelor's Degree,Full Time,73107.11,Widowed,MediumSpringGreen,Diners Club / Carte Blanche,Yes,Female,No,Month-to-month,No,Yes,None,1,No,No,Yes,Yes,0,Yes,No,No,Bank Transfer(automatic),64.88324512,90.74894393,5866.617437,2,2,3,4,3,3,3,2
6894,6894,W270130,eda23815-37c5-4758-aeba-e51d162e77fa,b85e7cfb29021052df77db5ed6779e08,15927,40.53991,-78.7785,Colver,PA,955,Cambria,Suburban,America/New_York,Tourism officer,0,78,Regular High School Diploma,Unemployed,33133.19,Separated,WhiteSmoke,Discover,Yes,Female,No,Two Year,No,No,DSL,1,No,Yes,No,No,0,Yes,Yes,Yes,Electronic Check,NA,106.1191409,6238.384254,1,2,2,2,4,1,1,2
6895,6895,V334829,faf76416-fcc3-4b21-8997-f99705cf1369,06a70e6a91d980febcfe2e6056f75371,27604,35.81863,-78.55881,Raleigh,NC,47761,Wake,Urban,America/New_York,Chiropractor,7,28,"Some College, 1 or More Years, No Degree",Full Time,17014.66,Separated,OldLace,JCB 16 digit,Yes,Male,No,Two Year,No,No,DSL,1,No,No,No,Yes,1,No,Yes,No,Bank Transfer(automatic),64.95681848,100.5617969,6631.387922,2,2,2,2,1,2,3,3
6896,6896,K846524,c8a29c39-2ad0-4942-8853-e85cdc8e7999,a41f85730596999494b6671590148b20,27856,36.01379,-77.98267,Nashville,NC,16488,Nash,Rural,America/New_York,"Engineer, drilling",1,84,Regular High School Diploma,Student,14229.73,Married,SkyBlue,JCB 16 digit,Yes,Male,No,Month-to-month,Yes,No,DSL,1,No,Yes,No,No,1,Yes,No,Yes,Electronic Check,60.11069116,103.8500052,6068.009184,2,3,1,3,1,3,2,2
6897,6897,J330266,01dfff15-9589-4159-bb8f-c33b4cfda32b,f2aefd71ec1b0162befc18c3661cb9f3,61605,40.67658,-89.63336,Peoria,IL,15713,Peoria,Urban,America/Chicago,"Research officer, trade union",0,80,Regular High School Diploma,Retired,63518.39,Separated,SkyBlue,Mastercard,Yes,Female,Yes,Month-to-month,No,No,Fiber Optic,1,No,Yes,No,No,0,No,Yes,Yes,Electronic Check,70.08722145,87.10695871,6151.516916,3,1,3,2,5,2,4,2
6898,6898,W208663,b439fb5c-57c8-4370-9b67-70b32242c40a,8cc84a698ef4fcce275dcb56ffbcdc55,37659,36.28013,-82.49389,Jonesborough,TN,27868,Washington,Suburban,America/New_York,Special effects artist,2,75,Regular High School Diploma,Full Time,19738.62,Separated,DarkOliveGreen,Mastercard,Yes,Male,Yes,Month-to-month,Yes,No,None,1,Yes,Yes,Yes,No,NA,Yes,Yes,Yes,Bank Transfer(automatic),70.43381927,97.65557153,6876.215573,3,4,3,1,2,5,3,3
6899,6899,M809132,deb13a91-051e-44d9-9b4f-511aa9130155,a5a7ad6c4408464023dd50ffc4c76e42,3280,43.18285,-72.08934,Washington,NH,1164,Sullivan,Rural,America/New_York,Advertising copywriter,4,32,"9th Grade to 12th Grade, No Diploma",Full Time,42879.77,Divorced,HotPink,VISA 13 digit,Yes,Male,Yes,One year,No,No,Fiber Optic,1,Yes,No,Yes,No,NA,No,No,Yes,Credit Card (automatic),51.95478219,84.88276754,4394.296257,4,2,2,2,3,2,1,2
6900,6900,Z14744,b9b43fc7-5a69-49ba-93d1-403f84b64543,82b0eec992868b60b30f966883ad9c46,48051,42.69384,-82.82066,New Baltimore,MI,18531,Macomb,Urban,America/Detroit,Fisheries officer,2,63,Master's Degree,Full Time,8532,Never Married,Orange,JCB 15 digit,Yes,Female,No,Month-to-month,Yes,No,Fiber Optic,1,No,Yes,Yes,No,0,Yes,No,No,Bank Transfer(automatic),69.30596843,88.7362935,6305.12537,2,1,3,3,2,1,3,3
6901,6901,H113197,efadacc0-19d9-4258-97a3-5f2226d5d660,b2660cf2f02e4700f305c0123f8117b5,28383,34.5755,-79.26576,Rowland,NC,8854,Robeson,Urban,America/New_York,Petroleum engineer,0,82,Associate's Degree,Retired,39325.61,Separated,DarkSeaGreen,VISA 16 digit,Yes,Female,No,Month-to-month,Yes,Yes,DSL,1,No,No,No,No,1,Yes,Yes,Yes,Electronic Check,NA,103.3368422,7456.924037,2,2,2,4,2,2,2,2
6902,6902,M276933,25033e63-c78c-422f-8ba8-5accc71fcc62,9f03efea9437f145fd51775a002293a5,22973,38.3362,-78.4699,Stanardsville,VA,6009,Greene,Urban,America/New_York,"Psychologist, sport and exercise",3,39,"Some College, 1 or More Years, No Degree",Full Time,40754.77,Divorced,MediumSpringGreen,Diners Club / Carte Blanche,No,Female,Yes,Two Year,No,No,Fiber Optic,0,Yes,No,Yes,Yes,NA,Yes,No,Yes,Credit Card (automatic),43.55176016,92.05831998,4046.301993,2,3,3,3,2,2,2,2
6903,6903,R358950,3910d018-7724-4443-a63a-7a0541a01d21,5c033abf57024d28fbf9b0f75b2ea1b8,17406,40.01095,-76.63846,York,PA,23710,York,Suburban,America/New_York,Contracting civil engineer,3,27,"9th Grade to 12th Grade, No Diploma",Part Time,46567.39,Married,DarkSalmon,Voyager,Yes,Male,No,Month-to-month,No,No,None,1,No,No,No,Yes,0,Yes,Yes,Yes,Electronic Check,NA,93.74438286,6309.552147,3,4,3,3,3,2,2,3
6904,6904,O79953,539a853c-0336-46c5-9ba9-e435dceab84f,0a3fa9b9fbdc3a685dfa8956f5aa4f66,39167,32.09405,-90.0411,Star,MS,0,Rankin,Rural,America/Chicago,"Education officer, environmental",4,21,"9th Grade to 12th Grade, No Diploma",Unemployed,46599.86,Divorced,DeepPink,Voyager,Yes,Male,Yes,Two Year,Yes,No,DSL,1,No,Yes,No,Yes,0,No,No,Yes,Mailed Check,70.60476998,97.90836866,6816.432813,2,1,4,2,3,3,3,3
6905,6905,F114166,e6acd7ab-5ec7-48d4-bfb2-4e53331d2794,f3a701637b88abec0c8c190fe5b65803,35462,32.93442,-87.95285,Eutaw,AL,4258,Greene,Rural,America/Chicago,"Pharmacist, community",1,55,Master's Degree,Retired,13858.53,Divorced,DarkBlue,Diners Club / Carte Blanche,Yes,Male,Yes,Two Year,Yes,Yes,Fiber Optic,NA,No,No,Yes,No,1,No,Yes,Yes,Electronic Check,62.03353041,88.08116962,5538.993262,2,1,1,2,4,3,4,1
6906,6906,C664539,d1acdc4d-f623-4d1b-b0e8-4c180594422b,952b21f4d0f99fffa6a655ff80b94396,16646,40.6807,-78.71439,Hastings,PA,2331,Cambria,Urban,America/New_York,Neurosurgeon,0,41,Associate's Degree,Full Time,34480.24,Separated,Ivory,JCB 15 digit,No,Female,No,Month-to-month,No,Yes,Fiber Optic,1,No,Yes,Yes,No,0,Yes,No,Yes,Electronic Check,65.26701722,91.09563982,5839.631105,2,2,2,1,3,1,1,0
6907,6907,C829612,b2c798ce-cfa4-4807-aca5-de6df345d1f8,7a9e914cadc055e7aafa6903dbb40acc,74021,36.38242,-95.84792,Collinsville,OK,19907,Tulsa,Rural,America/Chicago,Leisure centre manager,3,39,Regular High School Diploma,Retired,23126.13,Divorced,RosyBrown,VISA 16 digit,Yes,Male,No,Month-to-month,Yes,Yes,DSL,1,Yes,No,No,No,1,Yes,Yes,Yes,Electronic Check,38.56823429,108.2462811,4161.201749,3,3,2,4,2,3,3,3
6908,6908,F473020,deb92f2f-1815-46ed-9661-8750d341b3d4,d8d2e255b395ac257101048cabe29346,55027,44.40949,-92.62084,Goodhue,MN,3068,Goodhue,Rural,America/Chicago,Theatre manager,3,37,"Some College, 1 or More Years, No Degree",Full Time,128374.44,Separated,Navy,American Express,Yes,Male,No,One year,Yes,No,Fiber Optic,1,No,No,No,Yes,0,No,Yes,Yes,Electronic Check,63.25531784,87.89619928,5524.222319,1,2,1,6,1,3,2,2
6909,6909,L998001,e36d39ad-a5d2-4f9b-9e20-c1d7595aa608,26c827062706e40a1e47b28f707c5f8c,16057,41.03458,-80.05672,Slippery Rock,PA,14621,Butler,Urban,America/New_York,Hydrographic surveyor,0,21,Regular High School Diploma,Unemployed,11999.43,Separated,Green,American Express,No,Female,No,Month-to-month,No,No,Fiber Optic,1,Yes,No,Yes,Yes,0,No,No,No,Electronic Check,54.03362163,89.00755924,4724.784318,3,2,3,2,1,4,3,1
6910,6910,Y575299,e8943ad4-92e8-4ce0-9f0b-bb4cdece2e3a,ac2afee1f5ea975f5e07a75af603a533,8830,40.56968,-74.31703,Iselin,NJ,17940,Middlesex,Suburban,America/New_York,"Engineer, technical sales",3,47,Regular High School Diploma,Student,14636.29,Married,Azure,JCB 15 digit,Yes,Female,No,One year,Yes,Yes,None,1,No,No,No,No,0,No,Yes,Yes,Mailed Check,57.53786188,84.68325845,4781.402481,2,2,2,5,4,3,3,2
6911,6911,X361688,967f606e-0bd1-4365-b421-e7bc5072ac75,fbbcc718b5f149fae1e6a4d117bf5f53,25601,37.859,-82.00464,Logan,WV,5238,Logan,Urban,America/New_York,Advertising copywriter,0,31,"9th Grade to 12th Grade, No Diploma",Full Time,62474.26,Widowed,OliveDrab,JCB 16 digit,Yes,Male,No,Month-to-month,Yes,No,DSL,1,Yes,No,No,Yes,0,No,No,Yes,Bank Transfer(automatic),46.26476368,96.93542142,4552.173423,1,1,0,4,2,2,2,1
6912,6912,H10198,0b7db80d-6cb8-4bfd-aa6a-e8b31322b831,7ccc63557900a15565804966d2e32a1b,12524,41.52964,-73.89257,Fishkill,NY,15964,Dutchess,Urban,America/New_York,Commissioning editor,9,82,Regular High School Diploma,Student,58589.61,Widowed,LightSkyBlue,Maestro,Yes,Male,No,Two Year,No,No,DSL,NA,Yes,No,No,No,NA,No,No,Yes,Electronic Check,42.38378154,94.03056332,4029.813231,4,3,3,0,4,2,3,3
6913,6913,L634686,45cb506a-47e8-4068-b71e-3bf2f04b5d24,ba847fa20c88aef4196452010fd833e9,3858,42.8684,-71.04356,Newton,NH,4886,Rockingham,Suburban,America/New_York,IT sales professional,0,41,"9th Grade to 12th Grade, No Diploma",Retired,31734.73,Divorced,Brown,Voyager,Yes,Male,No,Two Year,No,No,None,1,Yes,No,Yes,Yes,1,No,Yes,Yes,Bank Transfer(automatic),55.64231955,95.13037403,5208.596754,3,3,4,3,3,3,3,3
6914,6914,B597868,f1a27bc5-a011-460b-bf51-1cdcaa2f59b3,08f81dab920286f88b92463a48df7dec,5747,44.00517,-72.84161,Granville,VT,323,Addison,Rural,America/New_York,Dance movement psychotherapist,3,24,"Some College, Less than 1 Year",Full Time,51285.97,Widowed,Black,JCB 16 digit,Yes,Female,No,Two Year,Yes,No,None,NA,Yes,No,No,No,0,No,Yes,Yes,Electronic Check,52.624058,88.06340286,4537.643985,4,3,3,3,3,3,4,3
6915,6915,E378351,655fae3a-7676-4ea7-8e89-a4f0d24c95aa,3d783a9255364a6b4333ea1eb808558e,59014,45.19434,-108.76983,Bridger,MT,1733,Carbon,Rural,America/Denver,"Production assistant, television",2,46,"Some College, 1 or More Years, No Degree",Full Time,39879.6,Divorced,LightCoral,Diners Club / Carte Blanche,Yes,Male,No,Two Year,Yes,Yes,Fiber Optic,1,No,No,Yes,Yes,1,No,Yes,Yes,Bank Transfer(automatic),61.50383747,92.73701825,5731.426416,4,4,4,2,3,2,3,2
6916,6916,I777737,4dff2643-57a3-4ae1-8841-2bfbca454aab,4629697d3851f6d10f58404c67203b69,70644,30.7916,-92.94369,Grant,LA,225,Allen,Rural,America/Chicago,Quantity surveyor,2,48,"Some College, 1 or More Years, No Degree",Unemployed,101715.38,Separated,MediumPurple,Mastercard,Yes,Male,No,Month-to-month,No,No,DSL,NA,No,Yes,Yes,No,0,No,No,Yes,Credit Card (automatic),70.24155417,97.95950358,6897.337231,1,1,2,2,1,3,3,3
6917,6917,M954789,5a338683-d8ac-4cf5-be32-6122d87c7ef4,b32c98b877f2fe745314d439ebdb116d,47381,40.38177,-84.86689,Salamonia,IN,193,Jay,Rural,America/Indiana/Indianapolis,Risk manager,0,83,"Some College, 1 or More Years, No Degree",Student,8320.97,Never Married,OrangeRed,Maestro,Yes,Male,Yes,Month-to-month,Yes,Yes,DSL,1,Yes,Yes,No,No,0,Yes,No,Yes,Mailed Check,60.06801587,101.9511695,6124.982253,2,2,3,3,1,2,1,4
6918,6918,R658797,9cb7c6e7-a8d6-4bab-a68f-c4c8891bc598,c08223feee5be581dfda3fd4355d0881,49250,42.01911,-84.62276,Jonesville,MI,6252,Hillsdale,Rural,America/Detroit,Ranger/warden,1,37,Regular High School Diploma,Unemployed,14963.13,Widowed,LightCoral,Maestro,Yes,Male,No,One year,Yes,No,None,1,Yes,No,Yes,Yes,0,Yes,No,Yes,Electronic Check,58.45535598,93.2179257,5431.696527,2,2,3,0,4,3,2,1
6919,6919,U233086,864a7b10-5929-4d51-9cd3-b01c77829ba5,4eb99b38517bf6db0a218fd74a70e5f6,44203,41.02055,-81.62892,Barberton,OH,40442,Summit,Suburban,America/New_York,"Lecturer, higher education",2,31,Bachelor's Degree,Full Time,8095.8,Never Married,Lavender,American Express,Yes,Female,No,Month-to-month,Yes,Yes,Fiber Optic,1,No,No,No,No,0,No,Yes,No,Credit Card (automatic),66.0049988,84.65025866,5538.213812,2,2,1,2,1,3,4,2
6920,6920,A417108,d238696e-a3cc-4628-8338-7ab80e05b7d9,9aba8d64aae8aac323fb75a2d3e5f75d,12814,43.61048,-73.64715,Bolton Landing,NY,1354,Warren,Rural,America/New_York,"Surveyor, commercial/residential",10,50,Master's Degree,Unemployed,66718.96,Separated,DeepPink,JCB 16 digit,Yes,Female,No,Two Year,Yes,Yes,Fiber Optic,1,Yes,Yes,No,Yes,1,No,No,No,Electronic Check,68.13862646,89.91275516,6146.150959,3,2,2,3,3,2,3,3
6921,6921,W537758,3f1f178e-31d5-4148-919d-c6f3b05083d7,3c3e53d3a19fba8ef920ccc1143cf518,63043,38.72928,-90.46209,Maryland Heights,MO,22524,St. Louis,Rural,America/Chicago,Training and development officer,8,82,Bachelor's Degree,Full Time,59284.79,Never Married,DarkRed,JCB 16 digit,Yes,Male,No,One year,No,Yes,Fiber Optic,1,No,No,No,Yes,0,Yes,No,Yes,Bank Transfer(automatic),55.18854887,87.1867228,4762.598655,3,2,2,3,2,2,2,1
6922,6922,T640348,7fa02035-4b1f-49ac-abef-618e0734a6f5,9511beb3ba286c711881e6ad215850db,53811,42.53599,-90.51387,Hazel Green,WI,3263,Grant,Suburban,America/Chicago,Financial risk analyst,6,26,Regular High School Diploma,Full Time,51572.01,Never Married,Beige,Maestro,Yes,Female,No,Month-to-month,No,No,Fiber Optic,1,Yes,No,No,Yes,0,Yes,No,No,Bank Transfer(automatic),61.55321067,90.2306403,5554.620914,3,2,3,3,2,3,2,3
6923,6923,E05259,f8001503-053d-455b-ae7b-2a6b9c08229a,5a5cfcb5cc36091cb9dfd0a2606b7109,31323,31.69565,-81.42973,Riceboro,GA,1213,McIntosh,Rural,America/New_York,Systems analyst,1,26,Regular High School Diploma,Full Time,15583.58,Separated,SeaShell,American Express,No,Male,No,Month-to-month,Yes,Yes,Fiber Optic,1,Yes,No,Yes,Yes,0,No,Yes,Yes,Mailed Check,63.10955257,93.34551303,5851.722044,3,4,3,2,2,3,2,2
6924,6924,J666903,bf01a2e8-2909-454c-a20f-6b7bccb85df9,2f85ba6d02bd07bd2a050405e00065af,30905,33.41474,-82.14267,Augusta,GA,7991,Richmond,Urban,America/New_York,Fish farm manager,1,73,Bachelor's Degree,Retired,67663.66,Separated,SlateGray,American Express,Yes,Male,No,One year,Yes,No,None,1,No,Yes,Yes,No,NA,No,No,Yes,Electronic Check,68.12529701,89.79471365,5979.138029,1,0,0,2,2,2,0,0
6925,6925,L912239,2fb3bfc0-ce65-40aa-b6cd-bccf4cbd240e,09fba17668154492d81b1e02ecf60aac,7740,40.29586,-73.99184,Long Branch,NJ,30889,Monmouth,Urban,America/New_York,Food technologist,0,41,"Some College, 1 or More Years, No Degree",Full Time,4645.01,Never Married,DarkOrange,Mastercard,Yes,Male,Yes,One year,No,No,DSL,1,Yes,No,Yes,No,0,No,Yes,No,Bank Transfer(automatic),56.46995234,101.1295704,5862.218811,1,1,0,4,2,2,2,2
6926,6926,Y927489,ce3b9fb7-f56f-43d0-b8a2-a5c8d8a52f08,dbe4234461047d4bf0396bce1e0df9cb,60558,41.80612,-87.90159,Western Springs,IL,13227,Cook,Urban,America/Chicago,Oceanographer,2,22,Associate's Degree,Full Time,57954.15,Separated,PaleGreen,Diners Club / Carte Blanche,Yes,Female,No,Two Year,No,Yes,DSL,1,Yes,Yes,No,No,NA,No,No,No,Electronic Check,58.76835895,98.87930311,5705.070151,3,3,3,2,2,3,2,4
6927,6927,T177275,6bfd0d13-6be7-46a0-b61c-cbd069709f87,eff92d57074aad8b81cefa053f336c52,99676,62.45787,-149.7039,Talkeetna,AK,1353,Matanuska-Susitna,Rural,America/Anchorage,"Engineer, communications",3,89,Nursery School to 8th Grade,Retired,15465.8,Married,BlueViolet,Discover,Yes,Male,No,Month-to-month,No,Yes,Fiber Optic,1,Yes,No,Yes,No,1,No,No,Yes,Bank Transfer(automatic),42.931585,86.80125995,3827.763741,2,2,1,2,2,1,4,2
6928,6928,B464898,4e903910-7aa6-4102-976a-03afb3cf0ec7,02caaf96b80c030d6bcf63f1d7a777ff,74574,34.68415,-95.28324,Tuskahoma,OK,1264,Pushmataha,Suburban,America/Chicago,Fashion designer,1,43,Master's Degree,Retired,36064.15,Married,Orange,Discover,Yes,Female,No,One year,No,No,DSL,1,Yes,No,Yes,No,0,No,Yes,Yes,Bank Transfer(automatic),68.0671055,103.6177163,6985.964226,2,2,2,2,1,2,2,3
6929,6929,T709501,bd886f5b-2ea2-4122-8f63-a7e1ee0e4123,c52709381d7f3c425e845e815fc19660,7512,40.9039,-74.22123,Totowa,NJ,10828,Passaic,Urban,America/New_York,Bookseller,0,20,Associate's Degree,Full Time,49115.01,Divorced,Salmon,VISA 16 digit,Yes,Male,No,Month-to-month,No,No,DSL,1,Yes,No,Yes,No,0,No,Yes,Yes,Bank Transfer(automatic),57.71289942,102.9616726,5871.511939,3,3,3,2,2,3,4,2
6930,6930,X539813,6eaa81eb-555d-4b03-bd59-685afcf1cabf,cc31b0e8ccb3775d3196287ea9efa49e,70715,30.75798,-91.67791,Batchelor,LA,1389,Pointe Coupee,Urban,America/Chicago,Chartered accountant,3,68,Associate's Degree,Full Time,4393.05,Separated,MediumOrchid,VISA 16 digit,Yes,Male,No,Two Year,Yes,No,None,1,No,Yes,No,Yes,1,No,No,No,Credit Card (automatic),66.39976271,86.35095561,5784.197191,2,3,3,2,2,3,3,3
6931,6931,L79617,510309e4-79d2-43ae-9f0f-4df91b189fee,9694dd438db634280dd8e655b1738eae,1718,42.51973,-71.42939,Acton,MA,813,Middlesex,Rural,America/New_York,Pathologist,3,66,"Some College, 1 or More Years, No Degree",Full Time,16613.84,Never Married,MediumSlateBlue,Maestro,Yes,Female,No,One year,Yes,No,DSL,1,No,No,Yes,Yes,NA,No,Yes,Yes,Mailed Check,71.74779419,100.5551286,7368.292362,3,2,2,2,3,3,2,2
6932,6932,R433697,e69c0bb2-b201-4471-9c9d-ff2fc86d4422,3d89758fa3748c064f65975b9bc2205c,77092,29.82964,-95.47377,Houston,TX,39035,Harris,Urban,America/Chicago,"Biochemist, clinical",8,44,"9th Grade to 12th Grade, No Diploma",Full Time,3763.76,Married,NavajoWhite,JCB 15 digit,Yes,Male,Yes,Two Year,Yes,Yes,DSL,1,No,No,No,No,0,Yes,No,Yes,Mailed Check,62.94621756,97.74522015,6143.814538,4,4,3,1,3,3,3,3
6933,6933,X440051,d0a7ca7e-211a-46f4-84ca-a826f983bb9e,0b9712bf9720854045a9bf5a49c66604,57330,43.25187,-98.16564,Delmont,SD,468,Douglas,Suburban,America/Chicago,"Engineer, maintenance",3,53,"Some College, 1 or More Years, No Degree",Student,18714.05,Separated,Cornsilk,Discover,Yes,Male,No,Two Year,No,Yes,Fiber Optic,1,Yes,No,Yes,No,1,Yes,No,No,Electronic Check,62.8388189,93.00228041,5807.225672,3,1,3,1,1,3,3,4
6934,6934,E479598,0cc0d8ea-111f-48e5-bb88-e8539aea4f46,361bfac7cf39bc8209f8461277155e7a,29353,34.82896,-81.65843,Jonesville,SC,4199,Union,Suburban,America/New_York,"Therapist, speech and language",4,70,Regular High School Diploma,Retired,46770.22,Widowed,Plum,JCB 15 digit,Yes,Male,No,Month-to-month,Yes,No,DSL,1,Yes,No,Yes,Yes,1,No,No,No,Bank Transfer(automatic),68.56426062,105.8942135,7040.652501,3,3,3,2,3,3,3,3
6935,6935,U160756,b5d035b4-13ad-459a-be20-78d2890811ef,a090ebd6c99708e7f50c1cf95305af64,56310,45.63406,-94.44331,Avon,MN,5425,Stearns,Suburban,America/Chicago,Musician,0,69,"9th Grade to 12th Grade, No Diploma",Full Time,16940.69,Never Married,DimGray,VISA 13 digit,No,Female,No,One year,Yes,No,DSL,1,No,Yes,Yes,No,NA,No,Yes,No,Bank Transfer(automatic),65.86738887,103.5917239,6718.968197,2,3,3,2,3,2,4,3
6936,6936,Z256617,14082f12-e719-46d7-bba4-50630c6679b8,b4ce7e1ce262b94a7d55854b7320f29e,32934,28.13309,-80.71116,Melbourne,FL,18761,Brevard,Suburban,America/New_York,"Editor, commissioning",10,32,Bachelor's Degree,Student,8314.04,Divorced,MediumAquaMarine,Maestro,Yes,Male,No,One year,Yes,No,DSL,1,No,No,No,No,1,No,Yes,Yes,Credit Card (automatic),64.11077561,100.2038763,6474.338559,2,1,2,3,2,2,2,2
